Date,Symbol,Open,High,Low,Close,Volume
10-01-2021 03:00,BTC,41091.82,41136.59,40388.21,40490.5,191.3560469
10-01-2021 04:00,BTC,40490.5,40762.99,40200,40482.59,70.62849507
10-01-2021 05:00,BTC,40482.59,40780,40411.71,40590.85,61.4470983
10-01-2021 06:00,BTC,40590.85,41196.62,40500,41026.05,63.84162195
10-01-2021 07:00,BTC,41026.05,41196.56,40815.37,41036.29,54.74527681
10-01-2021 08:00,BTC,41036.29,41145.7,40689.61,40920.36,42.12806798
10-01-2021 09:00,BTC,40920.36,41158.68,40809.41,40870.92,38.27198367
10-01-2021 10:00,BTC,40870.92,40923.66,40100,40521.26,98.73935145
10-01-2021 11:00,BTC,40521.26,40521.26,38975.01,39255.6,278.4476084
10-01-2021 12:00,BTC,39255.6,39888.16,38635.01,39643.34,242.615358
10-01-2021 13:00,BTC,39643.34,40196.43,39508.18,39870.33,42.89524899
10-01-2021 14:00,BTC,39870.33,39922.2,39327.14,39505.27,57.43665049
10-01-2021 15:00,BTC,39505.27,39999.9,39154.54,39725.45,82.1602093
10-01-2021 16:00,BTC,39725.45,39828.44,39237.94,39319,95.31324369
10-01-2021 17:00,BTC,39319,39431.51,37173,38651.28,617.1089478
10-01-2021 18:00,BTC,38651.28,38821.56,37731.65,38090.25,216.6404961
10-01-2021 19:00,BTC,38090.25,38543.02,37100,37428.7,221.6561466
10-01-2021 20:00,BTC,37428.7,37734.38,34480,37725.35,1149.179132
10-01-2021 21:00,BTC,37725.35,38284.85,37522,38068.55,311.6043659
10-01-2021 22:00,BTC,38068.55,39079.59,37875.44,38466.99,103.8603454
10-01-2021 23:00,BTC,38466.99,38700.18,37944.98,38177.58,156.3951045
11-01-2021 00:00,BTC,38177.58,38297.56,36664.9,37218.34,268.6311304
11-01-2021 01:00,BTC,37218.34,37816.9,36652.01,37248.81,164.4728795
11-01-2021 02:00,BTC,37248.81,37421.97,36057.94,36333.46,368.9123628
11-01-2021 03:00,BTC,36333.46,36653.34,33100,35435.13,1106.540662
11-01-2021 04:00,BTC,35435.13,35961.75,34284.42,35501.87,574.8190731
11-01-2021 05:00,BTC,35501.87,35863.88,34441.23,34886.12,513.7462765
11-01-2021 06:00,BTC,34886.12,34886.12,32300,32464.8,734.6423873
11-01-2021 07:00,BTC,32464.8,34754.74,32300,34322.54,403.6919767
11-01-2021 08:00,BTC,34322.54,35840,34071.91,35440.84,314.575704
11-01-2021 09:00,BTC,35440.84,35740.89,34713.78,35699.99,82.73255768
11-01-2021 10:00,BTC,35699.99,36323.25,35254.92,35367.54,229.9711511
11-01-2021 11:00,BTC,35367.54,35451.3,34000,34112.22,112.7076437
11-01-2021 12:00,BTC,34112.22,35073.97,33241.65,34257.1,204.1923927
11-01-2021 13:00,BTC,34257.1,34407.75,32652.3,32725.3,887.874218
11-01-2021 14:00,BTC,32725.3,33827.42,30250,33202.2,1696.47052
11-01-2021 15:00,BTC,33202.2,33647.4,31298.65,31497.67,797.7344889
11-01-2021 16:00,BTC,31497.67,32195.41,30266,31716.65,1228.693283
11-01-2021 17:00,BTC,31716.65,33600,30500,32773.07,963.697036
11-01-2021 18:00,BTC,32773.07,33284.29,32387.95,32510.68,474.6594651
11-01-2021 19:00,BTC,32510.68,32869.5,31070.07,32246.51,507.7661865
11-01-2021 20:00,BTC,32246.51,33399.99,31370.99,33372.8,531.7618941
11-01-2021 21:00,BTC,33372.8,34734.67,33056.3,33963.68,656.3022565
11-01-2021 22:00,BTC,33963.68,34887.91,33689.19,34429.35,258.4781692
11-01-2021 23:00,BTC,34429.35,35697.03,34408.98,35487.44,449.9419584
12-01-2021 00:00,BTC,35487.44,35543.09,34343.1,34960.67,182.4349032
12-01-2021 01:00,BTC,34960.67,35492.86,33906.58,34291.14,177.8239623
12-01-2021 02:00,BTC,34291.14,34621.84,33628.84,34348.15,497.045369
12-01-2021 03:00,BTC,34348.15,35000,34177.91,35000,74.25165246
12-01-2021 04:00,BTC,35000,35252.34,34541.09,35249.99,162.2322571
12-01-2021 05:00,BTC,35249.99,35878.38,34992.27,35878.38,159.6198213
12-01-2021 06:00,BTC,35878.38,36351.77,35703.93,35995.16,169.5670714
12-01-2021 07:00,BTC,35995.16,36651.34,35622.55,36441.01,138.8854669
12-01-2021 08:00,BTC,36441.01,36533.16,35651.39,35742.85,61.81401985
12-01-2021 09:00,BTC,35742.85,36168.95,35483.91,35930.02,88.04574802
12-01-2021 10:00,BTC,35930.02,36131.27,34777.18,35075.35,157.5422986
12-01-2021 11:00,BTC,35075.35,35845.37,35063.03,35390.91,150.7562093
12-01-2021 12:00,BTC,35390.91,35663.78,34868.95,35000,56.51166351
12-01-2021 13:00,BTC,35000,35383.88,33186.63,33252.33,240.1163129
12-01-2021 14:00,BTC,33252.33,34049.05,32178.29,33399.06,845.8080094
12-01-2021 15:00,BTC,33399.06,34300,33059.4,33800,926.5508619
12-01-2021 16:00,BTC,33800,34994.99,33800,34994.99,211.4979208
12-01-2021 17:00,BTC,34994.99,35283.25,34534.7,34988.07,145.7103623
12-01-2021 18:00,BTC,34988.07,35499.89,34798.33,35033.16,85.1950421
12-01-2021 19:00,BTC,35033.16,35043.78,34136.65,34644.01,188.7027166
12-01-2021 20:00,BTC,34644.01,34658.53,33699.21,34285.97,221.0517205
12-01-2021 21:00,BTC,34285.97,34860.72,33795.58,34659.53,197.8738134
12-01-2021 22:00,BTC,34659.53,34995.08,33362.3,33744.78,122.166163
12-01-2021 23:00,BTC,33744.78,34124.27,33295.56,34016.68,204.1119821
13-01-2021 00:00,BTC,34016.68,34025.99,32332.49,32448.21,284.7575145
13-01-2021 01:00,BTC,32448.21,33218.1,32448.09,33108.68,115.7558202
13-01-2021 02:00,BTC,33108.68,33500,32550,33019.26,104.1536931
13-01-2021 03:00,BTC,33019.26,34377,32917.2,33804.23,207.3411593
13-01-2021 04:00,BTC,33804.23,33869.7,33047.05,33172.16,224.3224264
13-01-2021 05:00,BTC,33172.16,33523.18,32800,33309.18,102.2314333
13-01-2021 06:00,BTC,33309.18,34190.04,33206.52,33754.78,79.91478827
13-01-2021 07:00,BTC,33754.78,35100.45,33675,34942.65,259.9394295
13-01-2021 08:00,BTC,34942.65,35064.78,34419.77,34544.26,46.53536253
13-01-2021 09:00,BTC,34544.26,35054.48,34125.39,34330,56.13400965
13-01-2021 10:00,BTC,34330,35043.06,34329.43,34914.55,84.52903545
13-01-2021 11:00,BTC,34914.55,35228,34241.9,34397.11,177.4202077
13-01-2021 12:00,BTC,34397.11,34513.17,34020,34241.45,81.48764502
13-01-2021 13:00,BTC,34241.45,34750,34050,34575.48,154.1638021
13-01-2021 14:00,BTC,34575.48,35080,34188.14,34251.31,227.0795406
13-01-2021 15:00,BTC,34251.31,34866.7,34178.26,34661.25,222.2306445
13-01-2021 16:00,BTC,34661.25,34921.89,34365.08,34758.81,101.4550782
13-01-2021 17:00,BTC,34758.81,34980.13,34608.9,34806.67,150.9573421
13-01-2021 18:00,BTC,34806.67,35921.3,34686.03,35732.34,311.1758808
13-01-2021 19:00,BTC,35732.34,36175.47,35570.83,36000,199.6295274
13-01-2021 20:00,BTC,36000,36483.04,35716.93,36272.21,373.289467
13-01-2021 21:00,BTC,36272.21,37480.3,36105.22,37295.12,355.8114169
13-01-2021 22:00,BTC,37295.12,37824,36859.94,37247.46,212.6309932
13-01-2021 23:00,BTC,37247.46,37624.75,37044.61,37420.4,146.6047879
14-01-2021 00:00,BTC,37420.4,38188.33,37395.54,37839.12,192.2073256
14-01-2021 01:00,BTC,37839.12,37843.09,37392.98,37477,101.015043
14-01-2021 02:00,BTC,37477,37686.72,37081.67,37455.34,104.7380541
14-01-2021 03:00,BTC,37455.34,37500,37001,37040.7,84.40611786
14-01-2021 04:00,BTC,37040.7,37538.96,36751.4,37500.07,71.58869828
14-01-2021 05:00,BTC,37500.07,37811,37297.09,37567.26,58.24319276
14-01-2021 06:00,BTC,37567.26,38099,37456.93,37858.97,81.34238379
14-01-2021 07:00,BTC,37858.97,38580.34,37746.79,38281.15,126.7888885
14-01-2021 08:00,BTC,38281.15,38800,38206.71,38435.41,105.1907159
14-01-2021 09:00,BTC,38435.41,38481.56,37897.81,37928.94,66.08213271
14-01-2021 10:00,BTC,37928.94,38553.2,37889.65,38553.2,45.61724176
14-01-2021 11:00,BTC,38553.2,38615.31,38089.06,38397.1,42.62082709
14-01-2021 12:00,BTC,38397.1,38444,37750,38288.89,76.15704349
14-01-2021 13:00,BTC,38288.89,39086.49,38199.72,38999.18,155.5450385
14-01-2021 14:00,BTC,38999.18,39801.34,38849.5,39630,375.8396397
14-01-2021 15:00,BTC,39630,40112.79,39357.48,39518.97,314.3510777
14-01-2021 16:00,BTC,39518.97,39983.91,39200.01,39222.51,219.6573792
14-01-2021 17:00,BTC,39222.51,39860.91,39222.51,39406.99,88.68925649
14-01-2021 18:00,BTC,39406.99,39608.81,39232.4,39289.83,100.8712658
14-01-2021 19:00,BTC,39289.83,39890,39289.83,39885.61,127.433817
14-01-2021 20:00,BTC,39885.61,39911,39305.21,39336.89,52.90979119
14-01-2021 21:00,BTC,39336.89,39453.97,38220,38773.68,181.6185458
14-01-2021 22:00,BTC,38773.68,39089.94,38361,38981.41,92.8938304
14-01-2021 23:00,BTC,38981.41,39283.6,38746,39147.75,57.50606759
15-01-2021 00:00,BTC,39147.75,39700,39017.72,39430.1,55.07751523
15-01-2021 01:00,BTC,39430.1,39615.74,39000,39153.9,41.13612811
15-01-2021 02:00,BTC,39153.9,39456.8,38787.5,39248.03,43.4082959
15-01-2021 03:00,BTC,39248.03,39320.02,38416.08,38706.52,105.0007479
15-01-2021 04:00,BTC,38706.52,38790.28,38338.04,38420,74.60053635
15-01-2021 05:00,BTC,38420,38849.96,37792.65,37792.65,120.1049545
15-01-2021 06:00,BTC,37792.65,38103.09,37568.51,38007.89,87.89621418
15-01-2021 07:00,BTC,38007.89,38472.19,37701.21,38450,54.91744009
15-01-2021 08:00,BTC,38450,38631.37,38161.5,38294.5,28.9527902
15-01-2021 09:00,BTC,38294.5,38688.66,38023.79,38643.17,40.55327616
15-01-2021 10:00,BTC,38643.17,38757.84,38317.63,38428.49,19.9967388
15-01-2021 11:00,BTC,38428.49,38518.19,37904.29,38080.8,76.54916121
15-01-2021 12:00,BTC,38080.8,38178.94,37169.24,37756.52,219.6728039
